FL,U.S. House District 16,16,164463,197483
PA,U.S. House District 15,15,76769,162386
GA,U.S. House District 11,11,118653,191887
CA,U.S. House District 18,18,220927,75789
MI,U.S. House District 5,5,164502,99265
FL,U.S. House District 1,1,106199,216189
OH,U.S. House District 4,4,87061,164640
NJ,U.S. House District 1,1,163948,85193
TX,U.S. House District 29,29,87997,28045
CA,U.S. House District 36,36,101705,73652
LA,U.S. House District 6,6,76716,186553
GA,U.S. House District 3,3,101010,191996
MO,U.S. House District 4,4,93861,185245
OH,U.S. House District 5,5,97352,173894
CA,U.S. House District 46,46,100107,44881
NC,U.S. House District 13,13,128764,145962
FL,U.S. House District 27,27,130743,115588
MO,U.S. House District 5,5,173592,100695
NJ,U.S. House District 3,3,150510,147036
VA,U.S. House District 5,5,145040,165339
TX,U.S. House District 11,11,40028,174749
PA,U.S. House District 10,10,140956,148790
MN,U.S. House District 8,8,141972,159388
TX,U.S. House District 32,32,142885,125600
MI,U.S. House District 2,2,131254,168970
WI,U.S. House District 7,7,123549,193128
IL,U.S. House District 15,15,72234,177682
AR,U.S. House District 3,3,74242,148029
AL,U.S. House District 4,4,46492,184255
GA,U.S. House District 6,6,160139,156875
MO,U.S. House District 7,7,88642,195872
PA,U.S. House District 2,2,155955,41540
VA,U.S. House District 8,8,247137,76899
AZ,U.S. House District 1,1,138692,119137
TX,U.S. House District 3,3,137547,168775
NJ,U.S. House District 11,11,162264,123156
OH,U.S. House District 11,11,197147,43443
AZ,U.S. House District 2,2,151803,127035
NC,U.S. House District 5,5,118558,158444
CA,U.S. House District 14,14,207445,54541
AL,U.S. House District 2,2,86931,138879
TX,U.S. House District 25,25,135288,162288
MO,U.S. House District 1,1,216479,45255
MT,U.S. House At-Large,1,226251,251291
CA,U.S. House District 4,4,149307,177401
NY,U.S. House District 16,16,209857,0
NV,U.S. House District 4,4,121834,102484
CA,U.S. House District 24,24,156991,113494
GA,U.S. House District 9,9,57912,224661
TN,U.S. House District 2,2,87131,172765
TX,U.S. House District 28,28,117178,0
AR,U.S. House District 4,4,63853,136324
IA,U.S. House District 3,3,169886,164656
MA,U.S. House District 6,6,216282,104379
NC,U.S. House District 12,12,202228,74639
KY,U.S. House District 6,6,144730,154468
MO,U.S. House District 3,3,106478,211000
CA,U.S. House District 6,6,193785,0
NJ,U.S. House District 9,9,125110,52091
PA,U.S. House District 6,6,175516,122896
MD,U.S. House District 6,6,142656,97330
AZ,U.S. House District 5,5,115078,168488
KY,U.S. House District 5,5,45965,172359
ND,U.S. House At-Large,1,114377,193568
AZ,U.S. House District 6,6,127510,157996
FL,U.S. House District 22,22,184634,113049
TN,U.S. House District 5,5,177661,84196
CA,U.S. House District 53,53,176200,79608
CO,U.S. House District 3,3,142049,169105
WI,U.S. House District 3,3,187616,126897
CA,U.S. House District 34,34,108048,0
NY,U.S. House District 25,25,149993,105925
SC,U.S. House District 4,4,89182,145321
MA,U.S. House District 2,2,190129,92974
FL,U.S. House District 2,2,96233,199335
MI,U.S. House District 9,9,181734,112123
SD,U.S. House At-Large,1,121002,202673
NC,U.S. House District 11,11,115824,177230
AZ,U.S. House District 9,9,142308,91432
OH,U.S. House District 3,3,174421,63470
WA,U.S. House District 9,9,231312,0
WV,U.S. House District 3,3,75776,98048
NY,U.S. House District 4,4,149078,95187
PA,U.S. House District 12,12,81759,159972
TX,U.S. House District 34,34,85647,57157
NH,U.S. House District 2,2,155239,117957
NY,U.S. House District 22,22,120588,118702
OR,U.S. House District 2,2,141036,203565
IN,U.S. House District 2,2,103216,125230
IL,U.S. House District 17,17,139461,86218
OK,U.S. House District 5,5,121149,117811
NY,U.S. House District 11,11,95458,84665
CO,U.S. House District 6,6,184399,146339
VA,U.S. House District 10,10,206356,160841
MI,U.S. House District 14,14,214334,45899
AL,U.S. House District 1,1,89226,153228
TX,U.S. House District 8,8,67748,200367
OH,U.S. House District 6,6,75196,169668
NJ,U.S. House District 6,6,135770,78570
NE,U.S. House District 1,1,91426,140248
MS,U.S. House District 4,4,56743,134605
MD,U.S. House District 7,7,188252,53632
WI,U.S. House District 4,4,206475,59091
CA,U.S. House District 16,16,75915,57714
IL,U.S. House District 1,1,181020,50227
NY,U.S. House District 18,18,130420,106381
IA,U.S. House District 2,2,171054,133010
MS,U.S. House District 3,3,90213,155857
MA,U.S. House District 7,7,0,0
CA,U.S. House District 26,26,154786,95807
OK,U.S. House District 2,2,65021,140451
CA,U.S. House District 48,48,155040,134918
IL,U.S. House District 2,2,186313,44158
MI,U.S. House District 13,13,165355,0
CT,U.S. House District 5,5,149852,118524
IN,U.S. House District 6,6,79417,154227
NJ,U.S. House District 8,8,113539,27669
MS,U.S. House District 2,2,149412,0
MD,U.S. House District 5,5,200425,78117
FL,U.S. House District 15,15,134132,151380
MN,U.S. House District 3,3,202402,160839
PA,U.S. House District 1,1,160098,168841
MS,U.S. House District 1,1,74836,155192
MA,U.S. House District 5,5,232752,74138
CA,U.S. House District 39,39,123948,116918
FL,U.S. House District 8,8,142415,218112
FL,U.S. House District 3,3,129880,176616
CT,U.S. House District 3,3,173424,95702
MO,U.S. House District 8,8,65043,190826
CA,U.S. House District 43,43,148834,43100
FL,U.S. House District 24,24,0,0
KY,U.S. House District 3,3,172999,101929
WA,U.S. House District 1,1,188735,129951
MA,U.S. House District 3,3,171363,92753
FL,U.S. House District 12,12,132844,194564
CT,U.S. House District 1,1,173271,95924
TX,U.S. House District 31,31,135843,144393
CA,U.S. House District 32,32,119531,54440
NY,U.S. House District 27,27,133978,136538
NC,U.S. House District 4,4,242002,80546
MD,U.S. House District 8,8,190973,90193
MN,U.S. House District 6,6,122333,192945
CA,U.S. House District 5,5,163039,0
PA,U.S. House District 5,5,191571,102815
MA,U.S. House District 1,1,235803,0
TX,U.S. House District 2,2,119708,139012
PA,U.S. House District 4,4,210219,121117
NV,U.S. House District 1,1,100643,46963
AZ,U.S. House District 3,3,104918,60529
TX,U.S. House District 1,1,60957,167734
TX,U.S. House District 15,15,98089,63593
OH,U.S. House District 12,12,156863,171757
PA,U.S. House District 14,14,108179,149147
TX,U.S. House District 36,36,60751,160783
IL,U.S. House District 9,9,77292,14184
CA,U.S. House District 7,7,150898,124412
TX,U.S. House District 26,26,121584,185268
IL,U.S. House District 11,11,140918,80775
AZ,U.S. House District 4,4,82268,184182
NY,U.S. House District 13,13,167667,9525
RI,U.S. House District 2,2,126476,72271
CA,U.S. House District 21,21,55672,55236
MI,U.S. House District 12,12,200588,85115
VA,U.S. House District 6,6,113133,167957
NE,U.S. House District 2,2,114154,121466
CA,U.S. House District 19,19,160175,57154
NC,U.S. House District 8,8,112971,140347
TN,U.S. House District 4,4,77955,147196
PA,U.S. House District 9,9,98232,146675
OH,U.S. House District 15,15,112546,166632
CA,U.S. House District 10,10,107709,100514
TX,U.S. House District 21,21,167020,176913
IL,U.S. House District 18,18,93508,193589
ID,U.S. House District 2,2,110381,170274
OR,U.S. House District 5,5,176989,134942
PA,U.S. House District 8,8,134519,111640
GA,U.S. House District 13,13,223157,69760
CA,U.S. House District 28,28,193488,53573
AZ,U.S. House District 7,7,99713,0
LA,U.S. House District 1,1,71521,192555
KS,U.S. House District 2,2,120421,124895
AZ,U.S. House District 8,8,123199,154086
WV,U.S. House District 1,1,70402,128725
FL,U.S. House District 17,17,117194,193326
TN,U.S. House District 7,7,81574,169769
KS,U.S. House District 4,4,93384,138856
LA,U.S. House District 3,3,74713,168263
CA,U.S. House District 37,37,206688,25356
CO,U.S. House District 1,1,183933,65700
AR,U.S. House District 2,2,115749,131760
CA,U.S. House District 41,41,88617,50689
MA,U.S. House District 9,9,190213,130424
FL,U.S. House District 26,26,119797,115678
FL,U.S. House District 5,5,180527,89799
TX,U.S. House District 17,17,97574,134375
GA,U.S. House District 1,1,105942,144741
TX,U.S. House District 9,9,135941,0
OH,U.S. House District 1,1,135467,151107
IN,U.S. House District 3,3,86420,158355
PA,U.S. House District 11,11,114831,162835
TX,U.S. House District 33,33,90311,26007
CA,U.S. House District 30,30,188764,68561
NY,U.S. House District 21,21,90526,122863
HI,U.S. House District 2,2,153132,44816
NY,U.S. House District 6,6,103823,0
IL,U.S. House District 14,14,142261,131819
VA,U.S. House District 9,9,85833,160933
NV,U.S. House District 2,2,120091,167427
OK,U.S. House District 3,3,61152,172913
CO,U.S. House District 4,4,139380,216954
WI,U.S. House District 1,1,137507,177490
IN,U.S. House District 1,1,159388,85493
UT,U.S. House District 2,2,105051,151489
GA,U.S. House District 2,2,136699,92472
PA,U.S. House District 16,16,121585,132088
CA,U.S. House District 15,15,176279,65251
KS,U.S. House District 1,1,69076,149708
NE,U.S. House District 3,3,49473,162968
TX,U.S. House District 24,24,124580,132992
IL,U.S. House District 13,13,133308,136038
UT,U.S. House District 1,1,63308,156692
NY,U.S. House District 15,15,112798,4647
CA,U.S. House District 23,23,73546,130127
IL,U.S. House District 3,3,158161,56944
IN,U.S. House District 7,7,140623,76112
WA,U.S. House District 7,7,320325,63573
WA,U.S. House District 5,5,124996,153416
TX,U.S. House District 4,4,57209,188003
AL,U.S. House District 6,6,85644,192542
GA,U.S. House District 4,4,227717,61092
OR,U.S. House District 4,4,204108,149688
FL,U.S. House District 18,18,156454,185905
OH,U.S. House District 10,10,114699,153640
GA,U.S. House District 10,10,112339,190396
CA,U.S. House District 12,12,274991,41744
MO,U.S. House District 6,6,97515,199580
MN,U.S. House District 1,1,144890,146202
PA,U.S. House District 3,3,277885,19687
IN,U.S. House District 5,5,137096,180015
WV,U.S. House District 2,2,86678,109018
CA,U.S. House District 44,44,139981,0
KY,U.S. House District 2,2,79994,171700
OR,U.S. House District 3,3,272958,74493
OH,U.S. House District 8,8,84738,170561
NJ,U.S. House District 5,5,148021,116505
LA,U.S. House District 2,2,190182,0
CA,U.S. House District 50,50,122141,131313
KY,U.S. House District 1,1,78849,172166
GA,U.S. House District 7,7,140011,140430
FL,U.S. House District 11,11,128053,239395
OH,U.S. House District 9,9,152682,73183
WA,U.S. House District 8,8,151196,136041
WA,U.S. House District 3,3,140651,157745
CA,U.S. House District 35,35,97873,43760
IL,U.S. House District 8,8,125809,65814
TN,U.S. House District 1,1,47087,172708
NJ,U.S. House District 7,7,158892,144802
VA,U.S. House District 1,1,148464,183250
CA,U.S. House District 47,47,140308,76326
CO,U.S. House District 7,7,198792,117328
MN,U.S. House District 4,4,216740,97723
WY,U.S. House At-Large,1,59903,127963
MO,U.S. House District 2,2,174486,190008
PA,U.S. House District 7,7,137122,111862
IN,U.S. House District 9,9,100324,146699
NY,U.S. House District 7,7,137444,0
FL,U.S. House District 6,6,145758,187891
NM,U.S. House District 2,2,101489,97767
TX,U.S. House District 10,10,142728,154807
PA,U.S. House District 13,13,73791,175835
TX,U.S. House District 35,35,137325,50276
NY,U.S. House District 23,23,100495,122881
NV,U.S. House District 3,3,148436,122527
TX,U.S. House District 7,7,127568,115418
IL,U.S. House District 16,16,100789,149205
NY,U.S. House District 10,10,146749,33931
WA,U.S. House District 4,4,66423,120540
MI,U.S. House District 10,10,106061,182808
AL,U.S. House District 7,7,0,0
IL,U.S. House District 10,10,152411,80618
CT,U.S. House District 4,4,165718,106325
SC,U.S. House District 5,5,103129,141757
VA,U.S. House District 4,4,187642,107706
MD,U.S. House District 4,4,194129,50292
TX,U.S. House District 23,23,101753,102903
NJ,U.S. House District 10,10,166886,19632
TX,U.S. House District 19,19,49941,152012
OH,U.S. House District 16,16,126736,166933
PA,U.S. House District 18,18,0,0
CA,U.S. House District 17,17,157618,51615
TN,U.S. House District 6,6,70298,172682
TX,U.S. House District 20,20,138249,0
TX,U.S. House District 22,22,137592,152368
AL,U.S. House District 5,5,101388,159063
NY,U.S. House District 17,17,158576,0
OH,U.S. House District 2,2,115777,163450
CA,U.S. House District 25,25,130510,110351
AK,U.S. House At-Large,1,0,149779
NJ,U.S. House District 2,2,126457,111021
CT,U.S. House District 2,2,178896,102326
CA,U.S. House District 2,2,191583,57836
MD,U.S. House District 2,2,157948,74544
IL,U.S. House District 5,5,177410,50398
AL,U.S. House District 3,3,83996,147770
