State,ElectionDate,MapType,DemocratDistricts,RepublicanDistricts
CA,2012,algorithmic-compact,46,7
CA,2012,current,41,12
CA,2016,Compact,48,5
CA,2016,Competitive,49,4
CA,2016,Dem,49,4
CA,2016,GOP,49,4
CA,2016,MajMin,48,5
CA,2016,Proportional,49,4
CA,2016,algorithmic-compact,49,4
CA,2016,current,49,4
CO,2008,Compact,5,2
CO,2008,Competitive,5,2
CO,2008,Dem,5,2
CO,2008,GOP,4,3
CO,2008,MajMin,5,2
CO,2008,Proportional,5,2
CO,2008,algorithmic-compact,6,1
CO,2008,current,5,2
CO,2012,Compact,4,3
CO,2012,Competitive,5,2
CO,2012,Dem,5,2
CO,2012,GOP,4,3
CO,2012,MajMin,4,3
CO,2012,Proportional,3,4
CO,2012,algorithmic-compact,4,3
CO,2012,current,3,4
CO,2016,Compact,5,2
CO,2016,Competitive,5,2
CO,2016,Dem,5,2
CO,2016,GOP,4,3
CO,2016,MajMin,4,3
CO,2016,Proportional,4,3
CO,2016,algorithmic-compact,4,3
CO,2016,current,4,3
CT,2008,Compact,5,0
CT,2008,Competitive,5,0
CT,2008,Dem,5,0
CT,2008,GOP,5,0
CT,2008,MajMin,5,0
CT,2008,Proportional,5,0
CT,2008,algorithmic-compact,5,0
CT,2008,current,5,0
CT,2012,Compact,5,0
CT,2012,Competitive,5,0
CT,2012,Dem,5,0
CT,2012,GOP,5,0
CT,2012,MajMin,5,0
CT,2012,Proportional,5,0
CT,2012,algorithmic-compact,5,0
CT,2012,current,5,0
CT,2016,Compact,5,0
CT,2016,Competitive,5,0
CT,2016,Dem,5,0
CT,2016,GOP,5,0
CT,2016,MajMin,5,0
CT,2016,Proportional,5,0
CT,2016,algorithmic-compact,5,0
CT,2016,current,5,0
DE,2008,Compact,1,0
DE,2008,Competitive,1,0
DE,2008,Dem,1,0
DE,2008,GOP,1,0
DE,2008,MajMin,1,0
DE,2008,Proportional,1,0
DE,2008,algorithmic-compact,1,0
DE,2008,current,1,0
DE,2012,Compact,1,0
DE,2012,Competitive,1,0
DE,2012,Dem,1,0
DE,2012,GOP,1,0
DE,2012,MajMin,1,0
DE,2012,Proportional,1,0
DE,2012,algorithmic-compact,1,0
DE,2012,current,1,0
DE,2016,Compact,1,0
DE,2016,Competitive,1,0
DE,2016,Dem,1,0
DE,2016,GOP,1,0
DE,2016,MajMin,1,0
DE,2016,Proportional,1,0
DE,2016,algorithmic-compact,1,0
DE,2016,current,1,0
FL,2008,Compact,15,12
FL,2008,Competitive,17,10
FL,2008,Dem,17,10
FL,2008,GOP,18,9
FL,2008,MajMin,17,10
FL,2008,Proportional,16,11
FL,2008,algorithmic-compact,18,9
FL,2008,current,16,11
FL,2012,Compact,15,12
FL,2012,Competitive,14,13
FL,2012,Dem,16,11
FL,2012,GOP,13,14
FL,2012,MajMin,16,11
FL,2012,Proportional,16,11
FL,2012,algorithmic-compact,17,10
FL,2012,current,16,11
FL,2016,Compact,13,14
FL,2016,Competitive,12,15
FL,2016,Dem,15,12
FL,2016,GOP,13,14
FL,2016,MajMin,14,13
FL,2016,Proportional,13,14
FL,2016,algorithmic-compact,13,14
FL,2016,current,13,14
GA,2008,Compact,3,11
GA,2008,Competitive,5,9
GA,2008,Dem,8,6
GA,2008,GOP,4,10
GA,2008,MajMin,7,7
GA,2008,Proportional,7,7
GA,2008,algorithmic-compact,5,9
GA,2008,current,5,9
GA,2012,Compact,3,11
GA,2012,Competitive,3,11
GA,2012,Dem,7,7
GA,2012,GOP,4,10
GA,2012,MajMin,6,8
GA,2012,Proportional,7,7
GA,2012,algorithmic-compact,5,9
GA,2012,current,5,9
GA,2016,Compact,5,9
GA,2016,Competitive,6,8
GA,2016,Dem,8,6
GA,2016,GOP,5,9
GA,2016,MajMin,6,8
GA,2016,Proportional,7,7
GA,2016,algorithmic-compact,5,9
GA,2016,current,5,9
HI,2008,Compact,2,0
HI,2008,Competitive,2,0
HI,2008,Dem,2,0
HI,2008,GOP,2,0
HI,2008,MajMin,2,0
HI,2008,Proportional,2,0
HI,2008,algorithmic-compact,2,0
HI,2008,current,2,0
HI,2012,Compact,2,0
HI,2012,Competitive,2,0
HI,2012,Dem,2,0
HI,2012,GOP,2,0
HI,2012,MajMin,2,0
HI,2012,Proportional,2,0
HI,2012,algorithmic-compact,2,0
HI,2012,current,2,0
HI,2016,Compact,2,0
HI,2016,Competitive,2,0
HI,2016,Dem,2,0
HI,2016,GOP,2,0
HI,2016,MajMin,2,0
HI,2016,Proportional,2,0
HI,2016,algorithmic-compact,2,0
HI,2016,current,2,0
IA,2008,Compact,3,1
IA,2008,Competitive,3,1
IA,2008,Dem,4,0
IA,2008,GOP,3,1
IA,2008,MajMin,4,0
IA,2008,Proportional,3,1
IA,2008,algorithmic-compact,3,1
IA,2008,current,3,1
IA,2012,Compact,3,1
IA,2012,Competitive,3,1
IA,2012,Dem,3,1
IA,2012,GOP,3,1
IA,2012,MajMin,2,2
IA,2012,Proportional,3,1
IA,2012,algorithmic-compact,3,1
IA,2012,current,3,1
IA,2016,Compact,0,4
IA,2016,Competitive,0,4
IA,2016,Dem,2,2
IA,2016,GOP,1,3
IA,2016,MajMin,1,3
IA,2016,Proportional,0,4
IA,2016,algorithmic-compact,0,4
IA,2016,current,0,4
ID,2008,Compact,0,2
ID,2008,Competitive,0,2
ID,2008,Dem,0,2
ID,2008,GOP,0,2
ID,2008,MajMin,0,2
ID,2008,Proportional,0,2
ID,2008,algorithmic-compact,0,2
ID,2008,current,0,2
ID,2012,Compact,0,2
ID,2012,Competitive,0,2
ID,2012,Dem,0,2
ID,2012,GOP,0,2
ID,2012,MajMin,0,2
ID,2012,Proportional,0,2
ID,2012,algorithmic-compact,0,2
ID,2012,current,0,2
ID,2016,Compact,0,2
ID,2016,Competitive,0,2
ID,2016,Dem,0,2
ID,2016,GOP,0,2
ID,2016,MajMin,0,2
ID,2016,Proportional,0,2
ID,2016,algorithmic-compact,0,2
ID,2016,current,0,2
IL,2008,Compact,16,2
IL,2008,Competitive,16,2
IL,2008,Dem,16,2
IL,2008,GOP,17,1
IL,2008,MajMin,16,2
IL,2008,Proportional,16,2
IL,2008,algorithmic-compact,17,1
IL,2008,current,16,2
IL,2012,Compact,12,6
IL,2012,Competitive,12,6
IL,2012,Dem,14,4
IL,2012,GOP,13,5
IL,2012,MajMin,14,4
IL,2012,Proportional,12,6
IL,2012,algorithmic-compact,12,6
IL,2012,current,13,5
IL,2016,Compact,12,6
IL,2016,Competitive,11,7
IL,2016,Dem,12,6
IL,2016,GOP,12,6
IL,2016,MajMin,12,6
IL,2016,Proportional,11,7
IL,2016,algorithmic-compact,12,6
IL,2016,current,12,6
IN,2008,Compact,4,5
IN,2008,Competitive,5,4
IN,2008,Dem,4,5
IN,2008,GOP,4,5
IN,2008,MajMin,4,5
IN,2008,Proportional,4,5
IN,2008,algorithmic-compact,5,4
IN,2008,current,4,5
IN,2012,Compact,2,7
IN,2012,Competitive,1,8
IN,2012,Dem,3,6
IN,2012,GOP,1,8
IN,2012,MajMin,2,7
IN,2012,Proportional,4,5
IN,2012,algorithmic-compact,1,8
IN,2012,current,2,7
IN,2016,Compact,2,7
IN,2016,Competitive,1,8
IN,2016,Dem,2,7
IN,2016,GOP,0,9
IN,2016,MajMin,1,8
IN,2016,Proportional,3,6
IN,2016,algorithmic-compact,2,7
IN,2016,current,2,7
KS,2008,Compact,1,3
KS,2008,Competitive,0,4
KS,2008,Dem,1,3
KS,2008,GOP,0,4
KS,2008,MajMin,1,3
KS,2008,Proportional,1,3
KS,2008,algorithmic-compact,1,3
KS,2008,current,0,4
KS,2012,Compact,0,4
KS,2012,Competitive,0,4
KS,2012,Dem,1,3
KS,2012,GOP,0,4
KS,2012,MajMin,0,4
KS,2012,Proportional,0,4
KS,2012,algorithmic-compact,0,4
KS,2012,current,0,4
KS,2016,Compact,1,3
KS,2016,Competitive,1,3
KS,2016,Dem,1,3
KS,2016,GOP,0,4
KS,2016,MajMin,0,4
KS,2016,Proportional,1,3
KS,2016,algorithmic-compact,1,3
KS,2016,current,1,3
KY,2008,Compact,1,5
KY,2008,Competitive,2,4
KY,2008,Dem,1,5
KY,2008,GOP,0,6
KY,2008,MajMin,1,5
KY,2008,Proportional,0,6
KY,2008,algorithmic-compact,1,5
KY,2008,current,1,5
KY,2012,Compact,1,5
KY,2012,Competitive,1,5
KY,2012,Dem,1,5
KY,2012,GOP,0,6
KY,2012,MajMin,1,5
KY,2012,Proportional,0,6
KY,2012,algorithmic-compact,1,5
KY,2012,current,1,5
KY,2016,Compact,1,5
KY,2016,Competitive,1,5
KY,2016,Dem,1,5
KY,2016,GOP,0,6
KY,2016,MajMin,1,5
KY,2016,Proportional,0,6
KY,2016,algorithmic-compact,1,5
KY,2016,current,1,5
LA,2008,Compact,1,5
LA,2008,Competitive,1,5
LA,2008,Dem,0,6
LA,2008,GOP,1,5
LA,2008,MajMin,0,6
LA,2008,Proportional,0,6
LA,2008,algorithmic-compact,0,6
LA,2008,current,1,5
LA,2012,Compact,1,5
LA,2012,Competitive,1,5
LA,2012,Dem,1,5
LA,2012,GOP,1,5
LA,2012,MajMin,1,5
LA,2012,Proportional,1,5
LA,2012,algorithmic-compact,0,6
LA,2012,current,1,5
LA,2016,Compact,1,5
LA,2016,Competitive,1,5
LA,2016,Dem,1,5
LA,2016,GOP,1,5
LA,2016,MajMin,1,5
LA,2016,Proportional,1,5
LA,2016,algorithmic-compact,0,6
LA,2016,current,1,5
MA,2008,Compact,9,0
MA,2008,Competitive,9,0
MA,2008,Dem,9,0
MA,2008,GOP,9,0
MA,2008,MajMin,9,0
MA,2008,Proportional,9,0
MA,2008,algorithmic-compact,9,0
MA,2008,current,9,0
MA,2012,Compact,9,0
MA,2012,Competitive,9,0
MA,2012,Dem,9,0
MA,2012,GOP,9,0
MA,2012,MajMin,9,0
MA,2012,Proportional,9,0
MA,2012,algorithmic-compact,9,0
MA,2012,current,9,0
MA,2016,Compact,9,0
MA,2016,Competitive,9,0
MA,2016,Dem,9,0
MA,2016,GOP,9,0
MA,2016,MajMin,9,0
MA,2016,Proportional,9,0
MA,2016,algorithmic-compact,9,0
MA,2016,current,9,0
MD,2008,Compact,7,1
MD,2008,Competitive,7,1
MD,2008,Dem,8,0
MD,2008,GOP,7,1
MD,2008,MajMin,6,2
MD,2008,Proportional,7,1
MD,2008,algorithmic-compact,7,1
MD,2008,current,7,1
MD,2012,Compact,7,1
MD,2012,Competitive,7,1
MD,2012,Dem,8,0
MD,2012,GOP,7,1
MD,2012,MajMin,6,2
MD,2012,Proportional,7,1
MD,2012,algorithmic-compact,7,1
MD,2012,current,7,1
MD,2016,Compact,6,2
MD,2016,Competitive,7,1
MD,2016,Dem,8,0
MD,2016,GOP,7,1
MD,2016,MajMin,6,2
MD,2016,Proportional,6,2
MD,2016,algorithmic-compact,7,1
MD,2016,current,7,1
ME,2008,Compact,2,0
ME,2008,Competitive,2,0
ME,2008,Dem,2,0
ME,2008,GOP,2,0
ME,2008,MajMin,2,0
ME,2008,Proportional,2,0
ME,2008,algorithmic-compact,2,0
ME,2008,current,2,0
ME,2012,Compact,2,0
ME,2012,Competitive,2,0
ME,2012,Dem,2,0
ME,2012,GOP,2,0
ME,2012,MajMin,2,0
ME,2012,Proportional,2,0
ME,2012,algorithmic-compact,2,0
ME,2012,current,2,0
ME,2016,Compact,1,1
ME,2016,Competitive,2,0
ME,2016,Dem,1,1
ME,2016,GOP,2,0
ME,2016,MajMin,2,0
ME,2016,Proportional,1,1
ME,2016,algorithmic-compact,1,1
ME,2016,current,1,1
MI,2008,Compact,13,1
MI,2008,Competitive,13,1
MI,2008,Dem,13,1
MI,2008,GOP,12,2
MI,2008,MajMin,13,1
MI,2008,Proportional,13,1
MI,2008,algorithmic-compact,13,1
MI,2008,current,13,1
MI,2012,Compact,10,4
MI,2012,Competitive,10,4
MI,2012,Dem,8,6
MI,2012,GOP,9,5
MI,2012,MajMin,9,5
MI,2012,Proportional,8,6
MI,2012,algorithmic-compact,9,5
MI,2012,current,9,5
MI,2016,Compact,5,9
MI,2016,Competitive,6,8
MI,2016,Dem,6,8
MI,2016,GOP,7,7
MI,2016,MajMin,5,9
MI,2016,Proportional,7,7
MI,2016,algorithmic-compact,6,8
MI,2016,current,5,9
MN,2008,Compact,6,2
MN,2008,Competitive,7,1
MN,2008,Dem,7,1
MN,2008,GOP,6,2
MN,2008,MajMin,6,2
MN,2008,Proportional,6,2
MN,2008,algorithmic-compact,6,2
MN,2008,current,7,1
MN,2012,Compact,5,3
MN,2012,Competitive,7,1
MN,2012,Dem,7,1
MN,2012,GOP,6,2
MN,2012,MajMin,5,3
MN,2012,Proportional,6,2
MN,2012,algorithmic-compact,6,2
MN,2012,current,6,2
MN,2016,Compact,3,5
MN,2016,Competitive,5,3
MN,2016,Dem,5,3
MN,2016,GOP,4,4
MN,2016,MajMin,3,5
MN,2016,Proportional,4,4
MN,2016,algorithmic-compact,4,4
MN,2016,current,4,4
MO,2008,Compact,3,5
MO,2008,Competitive,5,3
MO,2008,Dem,4,4
MO,2008,GOP,4,4
MO,2008,MajMin,4,4
MO,2008,Proportional,4,4
MO,2008,algorithmic-compact,4,4
MO,2008,current,4,4
MO,2012,Compact,3,5
MO,2012,Competitive,3,5
MO,2012,Dem,3,5
MO,2012,GOP,3,5
MO,2012,MajMin,3,5
MO,2012,Proportional,3,5
MO,2012,algorithmic-compact,3,5
MO,2012,current,3,5
MO,2016,Compact,3,5
MO,2016,Competitive,2,6
MO,2016,Dem,3,5
MO,2016,GOP,2,6
MO,2016,MajMin,3,5
MO,2016,Proportional,3,5
MO,2016,algorithmic-compact,2,6
MO,2016,current,3,5
MS,2008,Compact,2,2
MS,2008,Competitive,2,2
MS,2008,Dem,2,2
MS,2008,GOP,1,3
MS,2008,MajMin,2,2
MS,2008,Proportional,2,2
MS,2008,algorithmic-compact,1,3
MS,2008,current,1,3
MS,2012,Compact,2,2
MS,2012,Competitive,2,2
MS,2012,Dem,2,2
MS,2012,GOP,1,3
MS,2012,MajMin,2,2
MS,2012,Proportional,2,2
MS,2012,algorithmic-compact,1,3
MS,2012,current,1,3
MS,2016,Compact,1,3
MS,2016,Competitive,1,3
MS,2016,Dem,1,3
MS,2016,GOP,1,3
MS,2016,MajMin,1,3
MS,2016,Proportional,1,3
MS,2016,algorithmic-compact,1,3
MS,2016,current,1,3
MT,2008,Compact,0,1
MT,2008,Competitive,0,1
MT,2008,Dem,0,1
MT,2008,GOP,0,1
MT,2008,MajMin,0,1
MT,2008,Proportional,0,1
MT,2008,algorithmic-compact,0,1
MT,2008,current,0,1
MT,2012,Compact,0,1
MT,2012,Competitive,0,1
MT,2012,Dem,0,1
MT,2012,GOP,0,1
MT,2012,MajMin,0,1
MT,2012,Proportional,0,1
MT,2012,algorithmic-compact,0,1
MT,2012,current,0,1
MT,2016,Compact,0,1
MT,2016,Competitive,0,1
MT,2016,Dem,0,1
MT,2016,GOP,0,1
MT,2016,MajMin,0,1
MT,2016,Proportional,0,1
MT,2016,algorithmic-compact,0,1
MT,2016,current,0,1
NC,2008,Compact,5,8
NC,2008,Competitive,7,6
NC,2008,Dem,8,5
NC,2008,GOP,6,7
NC,2008,MajMin,5,8
NC,2008,Proportional,6,7
NC,2008,algorithmic-compact,7,6
NC,2008,current,5,8
NC,2012,Compact,5,8
NC,2012,Competitive,6,7
NC,2012,Dem,8,5
NC,2012,GOP,5,8
NC,2012,MajMin,5,8
NC,2012,Proportional,6,7
NC,2012,algorithmic-compact,7,6
NC,2012,current,5,8
NC,2016,Compact,5,8
NC,2016,Competitive,6,7
NC,2016,Dem,7,6
NC,2016,GOP,6,7
NC,2016,MajMin,4,9
NC,2016,Proportional,5,8
NC,2016,algorithmic-compact,7,6
NC,2016,current,5,8
ND,2008,Compact,0,1
ND,2008,Competitive,0,1
ND,2008,Dem,0,1
ND,2008,GOP,0,1
ND,2008,MajMin,0,1
ND,2008,Proportional,0,1
ND,2008,algorithmic-compact,0,1
ND,2008,current,0,1
ND,2012,Compact,0,1
ND,2012,Competitive,0,1
ND,2012,Dem,0,1
ND,2012,GOP,0,1
ND,2012,MajMin,0,1
ND,2012,Proportional,0,1
ND,2012,algorithmic-compact,0,1
ND,2012,current,0,1
ND,2016,Compact,0,1
ND,2016,Competitive,0,1
ND,2016,Dem,0,1
ND,2016,GOP,0,1
ND,2016,MajMin,0,1
ND,2016,Proportional,0,1
ND,2016,algorithmic-compact,0,1
ND,2016,current,0,1
NE,2008,Compact,1,2
NE,2008,Competitive,1,2
NE,2008,Dem,1,2
NE,2008,GOP,0,3
NE,2008,MajMin,0,3
NE,2008,Proportional,1,2
NE,2008,algorithmic-compact,0,3
NE,2008,current,1,2
NE,2012,Compact,0,3
NE,2012,Competitive,0,3
NE,2012,Dem,0,3
NE,2012,GOP,0,3
NE,2012,MajMin,0,3
NE,2012,Proportional,0,3
NE,2012,algorithmic-compact,0,3
NE,2012,current,0,3
NE,2016,Compact,0,3
NE,2016,Competitive,0,3
NE,2016,Dem,0,3
NE,2016,GOP,0,3
NE,2016,MajMin,0,3
NE,2016,Proportional,0,3
NE,2016,algorithmic-compact,0,3
NE,2016,current,0,3
NH,2008,Compact,2,0
NH,2008,Competitive,2,0
NH,2008,Dem,2,0
NH,2008,GOP,2,0
NH,2008,MajMin,2,0
NH,2008,Proportional,2,0
NH,2008,algorithmic-compact,2,0
NH,2008,current,2,0
NH,2012,Compact,1,1
NH,2012,Competitive,2,0
NH,2012,Dem,2,0
NH,2012,GOP,2,0
NH,2012,MajMin,2,0
NH,2012,Proportional,2,0
NH,2012,algorithmic-compact,2,0
NH,2012,current,2,0
NH,2016,Compact,1,1
NH,2016,Competitive,2,0
NH,2016,Dem,1,1
NH,2016,GOP,1,1
NH,2016,MajMin,1,1
NH,2016,Proportional,2,0
NH,2016,algorithmic-compact,1,1
NH,2016,current,2,0
NJ,2008,Compact,9,3
NJ,2008,Competitive,10,2
NJ,2008,Dem,11,1
NJ,2008,GOP,11,1
NJ,2008,MajMin,11,1
NJ,2008,Proportional,11,1
NJ,2008,algorithmic-compact,10,2
NJ,2008,current,11,1
NJ,2012,Compact,9,3
NJ,2012,Competitive,10,2
NJ,2012,Dem,11,1
NJ,2012,GOP,11,1
NJ,2012,MajMin,11,1
NJ,2012,Proportional,11,1
NJ,2012,algorithmic-compact,10,2
NJ,2012,current,11,1
NJ,2016,Compact,8,4
NJ,2016,Competitive,8,4
NJ,2016,Dem,11,1
NJ,2016,GOP,10,2
NJ,2016,MajMin,10,2
NJ,2016,Proportional,10,2
NJ,2016,algorithmic-compact,9,3
NJ,2016,current,10,2
NM,2008,Compact,2,1
NM,2008,Competitive,2,1
NM,2008,Dem,3,0
NM,2008,GOP,2,1
NM,2008,MajMin,3,0
NM,2008,Proportional,3,0
NM,2008,algorithmic-compact,3,0
NM,2008,current,3,0
NM,2012,Compact,2,1
NM,2012,Competitive,2,1
NM,2012,Dem,2,1
NM,2012,GOP,2,1
NM,2012,MajMin,2,1
NM,2012,Proportional,3,0
NM,2012,algorithmic-compact,2,1
NM,2012,current,3,0
NM,2016,Compact,2,1
NM,2016,Competitive,2,1
NM,2016,Dem,2,1
NM,2016,GOP,2,1
NM,2016,MajMin,2,1
NM,2016,Proportional,2,1
NM,2016,algorithmic-compact,2,1
NM,2016,current,2,1
NV,2008,Compact,4,0
NV,2008,Competitive,4,0
NV,2008,Dem,4,0
NV,2008,GOP,4,0
NV,2008,MajMin,4,0
NV,2008,Proportional,4,0
NV,2008,algorithmic-compact,4,0
NV,2008,current,4,0
NV,2012,Compact,3,1
NV,2012,Competitive,4,0
NV,2012,Dem,3,1
NV,2012,GOP,3,1
NV,2012,MajMin,3,1
NV,2012,Proportional,3,1
NV,2012,algorithmic-compact,3,1
NV,2012,current,3,1
NV,2016,Compact,3,1
NV,2016,Competitive,2,2
NV,2016,Dem,3,1
NV,2016,GOP,3,1
NV,2016,MajMin,3,1
NV,2016,Proportional,3,1
NV,2016,algorithmic-compact,3,1
NV,2016,current,3,1
NY,2008,Compact,27,0
NY,2008,Competitive,27,0
NY,2008,Dem,26,1
NY,2008,GOP,27,0
NY,2008,MajMin,27,0
NY,2008,Proportional,27,0
NY,2008,algorithmic-compact,27,0
NY,2008,current,26,1
NY,2012,Compact,25,2
NY,2012,Competitive,27,0
NY,2012,Dem,26,1
NY,2012,GOP,26,1
NY,2012,MajMin,25,2
NY,2012,Proportional,25,2
NY,2012,algorithmic-compact,27,0
NY,2012,current,25,2
NY,2016,Compact,20,7
NY,2016,Competitive,19,8
NY,2016,Dem,21,6
NY,2016,GOP,19,8
NY,2016,MajMin,20,7
NY,2016,Proportional,20,7
NY,2016,algorithmic-compact,17,10
NY,2016,current,20,7
OH,2008,Compact,10,6
OH,2008,Competitive,12,4
OH,2008,Dem,9,7
OH,2008,GOP,11,5
OH,2008,MajMin,8,8
OH,2008,Proportional,9,7
OH,2008,algorithmic-compact,12,4
OH,2008,current,9,7
OH,2012,Compact,9,7
OH,2012,Competitive,11,5
OH,2012,Dem,8,8
OH,2012,GOP,11,5
OH,2012,MajMin,8,8
OH,2012,Proportional,8,8
OH,2012,algorithmic-compact,9,7
OH,2012,current,7,9
OH,2016,Compact,8,8
OH,2016,Competitive,6,10
OH,2016,Dem,6,10
OH,2016,GOP,4,12
OH,2016,MajMin,6,10
OH,2016,Proportional,6,10
OH,2016,algorithmic-compact,5,11
OH,2016,current,5,11
OK,2008,Compact,0,5
OK,2008,Competitive,0,5
OK,2008,Dem,0,5
OK,2008,GOP,0,5
OK,2008,MajMin,0,5
OK,2008,Proportional,0,5
OK,2008,algorithmic-compact,0,5
OK,2008,current,0,5
OK,2012,Compact,0,5
OK,2012,Competitive,0,5
OK,2012,Dem,0,5
OK,2012,GOP,0,5
OK,2012,MajMin,0,5
OK,2012,Proportional,0,5
OK,2012,algorithmic-compact,0,5
OK,2012,current,0,5
OK,2016,Compact,0,5
OK,2016,Competitive,0,5
OK,2016,Dem,0,5
OK,2016,GOP,0,5
OK,2016,MajMin,0,5
OK,2016,Proportional,0,5
OK,2016,algorithmic-compact,0,5
OK,2016,current,0,5
OR,2008,Compact,4,1
OR,2008,Competitive,4,1
OR,2008,Dem,4,1
OR,2008,GOP,4,1
OR,2008,MajMin,4,1
OR,2008,Proportional,4,1
OR,2008,algorithmic-compact,5,0
OR,2008,current,4,1
OR,2012,Compact,3,2
OR,2012,Competitive,4,1
OR,2012,Dem,4,1
OR,2012,GOP,3,2
OR,2012,MajMin,4,1
OR,2012,Proportional,4,1
OR,2012,algorithmic-compact,4,1
OR,2012,current,4,1
OR,2016,Compact,3,2
OR,2016,Competitive,4,1
OR,2016,Dem,4,1
OR,2016,GOP,3,2
OR,2016,MajMin,4,1
OR,2016,Proportional,4,1
OR,2016,algorithmic-compact,3,2
OR,2016,current,3,2
PA,2008,Compact,12,6
PA,2008,Competitive,12,6
PA,2008,Dem,12,6
PA,2008,GOP,12,6
PA,2008,MajMin,12,6
PA,2008,Proportional,12,6
PA,2008,algorithmic-compact,12,6
PA,2008,current,11,7
PA,2012,Compact,10,8
PA,2012,Competitive,11,7
PA,2012,Dem,11,7
PA,2012,GOP,10,8
PA,2012,MajMin,10,8
PA,2012,Proportional,11,7
PA,2012,algorithmic-compact,10,8
PA,2012,current,11,7
PA,2016,Compact,9,9
PA,2016,Competitive,8,10
PA,2016,Dem,9,9
PA,2016,GOP,7,11
PA,2016,MajMin,9,9
PA,2016,Proportional,9,9
PA,2016,algorithmic-compact,6,12
PA,2016,current,8,10
RI,2008,Compact,2,0
RI,2008,Competitive,2,0
RI,2008,Dem,2,0
RI,2008,GOP,2,0
RI,2008,MajMin,2,0
RI,2008,Proportional,2,0
RI,2008,algorithmic-compact,2,0
RI,2008,current,2,0
RI,2012,Compact,2,0
RI,2012,Competitive,2,0
RI,2012,Dem,2,0
RI,2012,GOP,2,0
RI,2012,MajMin,2,0
RI,2012,Proportional,2,0
RI,2012,algorithmic-compact,2,0
RI,2012,current,2,0
RI,2016,Compact,2,0
RI,2016,Competitive,2,0
RI,2016,Dem,2,0
RI,2016,GOP,2,0
RI,2016,MajMin,2,0
RI,2016,Proportional,2,0
RI,2016,algorithmic-compact,2,0
RI,2016,current,2,0
SC,2008,Compact,3,4
SC,2008,Competitive,2,5
SC,2008,Dem,2,5
SC,2008,GOP,1,6
SC,2008,MajMin,2,5
SC,2008,Proportional,2,5
SC,2008,algorithmic-compact,1,6
SC,2008,current,1,6
SC,2012,Compact,2,5
SC,2012,Competitive,2,5
SC,2012,Dem,1,6
SC,2012,GOP,1,6
SC,2012,MajMin,2,5
SC,2012,Proportional,2,5
SC,2012,algorithmic-compact,1,6
SC,2012,current,1,6
SC,2016,Compact,2,5
SC,2016,Competitive,2,5
SC,2016,Dem,0,7
SC,2016,GOP,1,6
SC,2016,MajMin,0,7
SC,2016,Proportional,2,5
SC,2016,algorithmic-compact,1,6
SC,2016,current,1,6
SD,2008,Compact,0,1
SD,2008,Competitive,0,1
SD,2008,Dem,0,1
SD,2008,GOP,0,1
SD,2008,MajMin,0,1
