State,ElectionDate,MapType,District,DemocratVote,RepublicanVote,Winner
AL,2008,algorithmic-compact,6,99657.35827408574,214406.58272836643,Republican
AL,2008,algorithmic-compact,7,204682.53445753787,121045.64983205579,Democrat
AL,2008,current,1,115995.42940197088,182042.83919011732,Republican
AL,2008,current,2,107309.41099589667,186000.1484122445,Republican
AL,2008,current,3,105029.59010578203,175248.59149808367,Republican
AL,2008,current,4,73619.63591898455,203230.6296481486,Republican
AL,2008,current,5,107185.04084574227,184571.5586909838,Republican
AL,2008,current,6,99657.35827408574,214406.58272836643,Republican
AL,2008,current,7,204682.53445753787,121045.64983205579,Democrat
AL,2012,Compact,1,108522.155232852,184816.7658658034,Republican
AL,2012,Compact,2,106934.56319938267,171990.86121395635,Republican
AL,2012,Compact,3,75377.20811491793,204948.16025885227,Republican
AL,2012,Compact,4,80334.64046990423,197560.20907854804,Republican
AL,2012,Compact,5,97100.0,191458.0,Republican
AL,2012,Compact,6,161945.2457762805,150001.85782923066,Democrat
AL,2012,Compact,7,163406.1872066627,151677.14575360928,Democrat
AL,2012,Competitive,1,80095.1784447153,208044.08024058223,Republican
AL,2012,Competitive,2,125781.24519748775,149891.99404962212,Republican
AL,2012,Competitive,3,75244.40216672335,204389.3451570592,Republican
AL,2012,Competitive,4,70923.14456375617,212485.9112298225,Republican
AL,2012,Competitive,5,97100.0,191458.0,Republican
AL,2012,Competitive,6,162064.76478896523,149847.077843402,Democrat
AL,2012,Competitive,7,182411.26483835216,136336.59147951202,Democrat
AL,2012,Dem,1,80152.24527741845,208208.6776710371,Republican
AL,2012,Dem,2,173971.78216854535,132469.24984719412,Democrat
AL,2012,Dem,3,99210.8693488798,180920.30093670567,Republican
AL,2012,Dem,4,73482.86237181126,204286.86424130143,Republican
AL,2012,Dem,5,95133.9688239532,187040.00626259585,Republican
AL,2012,Dem,6,90043.26675213483,213294.93978597675,Republican
AL,2012,Dem,7,181625.00525725697,126232.96125518912,Democrat
AL,2012,GOP,1,111316.687272954,182598.22888773715,Republican
AL,2012,GOP,2,109267.06336043045,181254.75702852552,Republican
AL,2012,GOP,3,103766.69194693098,171094.663311043,Republican
AL,2012,GOP,4,67669.04700865346,201095.10803508418,Republican
AL,2012,GOP,5,103272.80476932583,189414.79290217767,Republican
AL,2012,GOP,6,95367.47478323623,210649.61443177317,Republican
AL,2012,GOP,7,202960.23085846903,116345.8354036594,Democrat
AL,2012,MajMin,1,80152.24527741845,208208.6776710371,Republican
AL,2012,MajMin,2,173971.78216854535,132469.24984719412,Democrat
AL,2012,MajMin,3,99210.8693488798,180920.30093670567,Republican
AL,2012,MajMin,4,73482.86237181126,204286.86424130143,Republican
AL,2012,MajMin,5,95133.9688239532,187040.00626259585,Republican
AL,2012,MajMin,6,90043.26675213483,213294.93978597675,Republican
AL,2012,MajMin,7,181625.00525725697,126232.96125518912,Democrat
AL,2012,Proportional,1,80152.24527741845,208208.6776710371,Republican
AL,2012,Proportional,2,173971.78216854535,132469.24984719412,Democrat
AL,2012,Proportional,3,99210.8693488798,180920.30093670567,Republican
AL,2012,Proportional,4,73482.86237181126,204286.86424130143,Republican
AL,2012,Proportional,5,95133.9688239532,187040.00626259585,Republican
AL,2012,Proportional,6,90043.26675213483,213294.93978597675,Republican
AL,2012,Proportional,7,181625.00525725697,126232.96125518912,Democrat
AL,2012,algorithmic-compact,1,111316.687272954,182598.22888773715,Republican
AL,2012,algorithmic-compact,2,109267.06336043045,181254.75702852552,Republican
AL,2012,algorithmic-compact,3,103766.69194693098,171094.663311043,Republican
AL,2012,algorithmic-compact,4,67669.04700865346,201095.10803508418,Republican
AL,2012,algorithmic-compact,5,103272.80476932583,189414.79290217767,Republican
AL,2012,algorithmic-compact,6,95367.47478323623,210649.61443177317,Republican
AL,2012,algorithmic-compact,7,202960.23085846903,116345.8354036594,Democrat
AL,2012,current,1,111316.687272954,182598.22888773715,Republican
AL,2012,current,2,109267.06336043045,181254.75702852552,Republican
AL,2012,current,3,103766.69194693098,171094.663311043,Republican
AL,2012,current,4,67669.04700865346,201095.10803508418,Republican
AL,2012,current,5,103272.80476932583,189414.79290217767,Republican
AL,2012,current,6,95367.47478323623,210649.61443177317,Republican
AL,2012,current,7,202960.23085846903,116345.8354036594,Democrat
AL,2016,Compact,1,96633.24314548656,190420.0055037819,Republican
AL,2016,Compact,2,93154.80472466956,181293.67239082197,Republican
AL,2016,Compact,3,68388.53617789283,221445.82493664866,Republican
AL,2016,Compact,4,66465.69963308376,222944.47176893902,Republican
AL,2016,Compact,5,91567.0,201275.0,Republican
AL,2016,Compact,6,154210.34636546244,139396.1110484979,Democrat
AL,2016,Compact,7,147664.36995340482,150149.91435131055,Republican
AL,2016,Competitive,1,70712.66462365843,219382.77493892005,Republican
AL,2016,Competitive,2,117365.85385649052,154620.9469903898,Republican
AL,2016,Competitive,3,65837.66020267253,222093.61474118123,Republican
AL,2016,Competitive,4,59066.4411356313,237790.09610509328,Republican
AL,2016,Competitive,5,91567.0,201275.0,Republican
AL,2016,Competitive,6,154347.74169256949,139237.84844237976,Democrat
AL,2016,Competitive,7,159186.63848897768,132524.71878203592,Democrat
AL,2016,Dem,1,70762.46283444237,219541.3169746183,Republican
AL,2016,Dem,2,153240.78768906422,129120.04213617626,Democrat
AL,2016,Dem,3,89534.32889494095,189446.75431057034,Republican
AL,2016,Dem,4,57975.49112234359,232464.0148706229,Republican
AL,2016,Dem,5,87570.57226442719,198843.868266624,Republican
AL,2016,Dem,6,88012.79945949573,214279.263994624,Republican
AL,2016,Dem,7,170987.55773528584,123229.73944676426,Democrat
AL,2016,GOP,1,99321.20337234657,187397.21320687706,Republican
AL,2016,GOP,2,96281.89791394433,185028.73075422025,Republican
AL,2016,GOP,3,91730.61848747882,183514.7383201256,Republican
AL,2016,GOP,4,52365.243304176554,229500.76719146673,Republican
AL,2016,GOP,5,96493.09470002416,199608.12087581077,Republican
AL,2016,GOP,6,93107.43934251268,208809.04649404637,Republican
AL,2016,GOP,7,188784.50287951692,113066.38315745334,Democrat
AL,2016,MajMin,1,70762.46283444237,219541.3169746183,Republican
AL,2016,MajMin,2,153240.78768906422,129120.04213617626,Democrat
AL,2016,MajMin,3,89534.32889494095,189446.75431057034,Republican
AL,2016,MajMin,4,57975.49112234359,232464.0148706229,Republican
AL,2016,MajMin,5,87570.57226442719,198843.868266624,Republican
AL,2016,MajMin,6,88012.79945949573,214279.263994624,Republican
AL,2016,MajMin,7,170987.55773528584,123229.73944676426,Democrat
AL,2016,Proportional,1,70762.46283444237,219541.3169746183,Republican
AL,2016,Proportional,2,153240.78768906422,129120.04213617626,Democrat
AL,2016,Proportional,3,89534.32889494095,189446.75431057034,Republican
AL,2016,Proportional,4,57975.49112234359,232464.0148706229,Republican
AL,2016,Proportional,5,87570.57226442719,198843.868266624,Republican
AL,2016,Proportional,6,88012.79945949573,214279.263994624,Republican
AL,2016,Proportional,7,170987.55773528584,123229.73944676426,Democrat
AL,2016,algorithmic-compact,1,99321.20337234657,187397.21320687706,Republican
AL,2016,algorithmic-compact,2,96281.89791394433,185028.73075422025,Republican
AL,2016,algorithmic-compact,3,91730.61848747882,183514.7383201256,Republican
AL,2016,algorithmic-compact,4,52365.243304176554,229500.76719146673,Republican
AL,2016,algorithmic-compact,5,96493.09470002416,199608.12087581077,Republican
AL,2016,algorithmic-compact,6,93107.43934251268,208809.04649404637,Republican
AL,2016,algorithmic-compact,7,188784.50287951692,113066.38315745334,Democrat
AL,2016,current,1,99321.20337234657,187397.21320687706,Republican
AL,2016,current,2,96281.89791394433,185028.73075422025,Republican
AL,2016,current,3,91730.61848747882,183514.7383201256,Republican
AL,2016,current,4,52365.243304176554,229500.76719146673,Republican
AL,2016,current,5,96493.09470002416,199608.12087581077,Republican
AL,2016,current,6,93107.43934251268,208809.04649404637,Republican
AL,2016,current,7,188784.50287951692,113066.38315745334,Democrat
AR,2008,Compact,1,102561.28271904953,158972.1981615852,Republican
AR,2008,Compact,2,126131.84190973754,150570.36113188945,Republican
AR,2008,Compact,3,85159.6838563296,158974.93142624857,Republican
AR,2008,Compact,4,108457.19151488332,169499.50928027675,Republican
AR,2008,Competitive,1,89892.0,167114.0,Republican
AR,2008,Competitive,2,150614.0,132500.0,Democrat
AR,2008,Competitive,3,85950.0,159738.0,Republican
AR,2008,Competitive,4,95854.0,178665.0,Republican
AR,2008,Dem,1,92509.86665030345,177380.85791587166,Republican
AR,2008,Dem,2,148684.60561375658,121263.22416389085,Democrat
AR,2008,Dem,3,85950.0,159738.0,Republican
AR,2008,Dem,4,95165.52773593998,179634.91792023752,Republican
AR,2008,GOP,1,103077.44551295499,152319.68496089336,Republican
AR,2008,GOP,2,129888.0,157732.0,Republican
AR,2008,GOP,3,85615.16159776768,161840.78314770552,Republican
AR,2008,GOP,4,103729.39288927733,166124.53189140113,Republican
AR,2008,MajMin,1,87504.47235410032,177290.72358805194,Republican
AR,2008,MajMin,2,144760.80760154908,115124.80146411846,Democrat
AR,2008,MajMin,3,85950.0,159738.0,Republican
AR,2008,MajMin,4,104094.72004435064,185863.4749478296,Republican
AR,2008,Proportional,1,92509.86665030345,177380.85791587166,Republican
AR,2008,Proportional,2,148684.60561375658,121263.22416389085,Democrat
AR,2008,Proportional,3,85950.0,159738.0,Republican
AR,2008,Proportional,4,95165.52773593998,179634.91792023752,Republican
AR,2008,algorithmic-compact,1,103077.44551295499,152319.68496089336,Republican
AR,2008,algorithmic-compact,2,129888.0,157732.0,Republican
AR,2008,algorithmic-compact,3,85615.16159776768,161840.78314770552,Republican
AR,2008,algorithmic-compact,4,103729.39288927733,166124.53189140113,Republican
AR,2008,current,1,103077.44551295499,152319.68496089336,Republican
AR,2008,current,2,129888.0,157732.0,Republican
AR,2008,current,3,85615.16159776768,161840.78314770552,Republican
AR,2008,current,4,103729.39288927733,166124.53189140113,Republican
AR,2012,Compact,1,90153.85387554618,161663.20168226963,Republican
AR,2012,Compact,2,120539.98538467572,150483.82511139102,Republican
AR,2012,Compact,3,80853.9285986847,164124.89647543442,Republican
AR,2012,Compact,4,100405.23214109341,167445.07673090493,Republican
AR,2012,Competitive,1,79123.0,174660.0,Republican
AR,2012,Competitive,2,143463.0,126711.0,Democrat
AR,2012,Competitive,3,81537.0,164975.0,Republican
AR,2012,Competitive,4,87830.0,177371.0,Republican
AR,2012,Dem,1,82411.38530325712,184572.30910916376,Republican
AR,2012,Dem,2,140523.5415629443,115448.97606636718,Democrat
AR,2012,Dem,3,81537.0,164975.0,Republican
AR,2012,Dem,4,87481.07313379858,178720.714824469,Republican
AR,2012,GOP,1,91406.0658667077,153527.11814116524,Republican
AR,2012,GOP,2,125263.0,159929.0,Republican
AR,2012,GOP,3,80271.6432917036,166529.92189049238,Republican
AR,2012,GOP,4,95012.2908415887,163730.9599683424,Republican
AR,2012,MajMin,1,76393.47272973348,182405.90700484486,Republican
AR,2012,MajMin,2,137531.56983015023,110521.6007399374,Democrat
AR,2012,MajMin,3,81537.0,164975.0,Republican
AR,2012,MajMin,4,96490.95744011634,185814.49225521777,Republican
AR,2012,Proportional,1,82411.38530325712,184572.30910916376,Republican
AR,2012,Proportional,2,140523.5415629443,115448.97606636718,Democrat
AR,2012,Proportional,3,81537.0,164975.0,Republican
AR,2012,Proportional,4,87481.07313379858,178720.714824469,Republican
AR,2012,algorithmic-compact,1,91406.0658667077,153527.11814116524,Republican
AR,2012,algorithmic-compact,2,125263.0,159929.0,Republican
AR,2012,algorithmic-compact,3,80271.6432917036,166529.92189049238,Republican
AR,2012,algorithmic-compact,4,95012.2908415887,163730.9599683424,Republican
AR,2012,current,1,91406.0658667077,153527.11814116524,Republican
AR,2012,current,2,125263.0,159929.0,Republican
AR,2012,current,3,80271.6432917036,166529.92189049238,Republican
AR,2012,current,4,95012.2908415887,163730.9599683424,Republican
AR,2016,Compact,1,76553.80637096643,176019.24107269628,Republican
AR,2016,Compact,2,122468.37755919734,150198.57844006218,Republican
AR,2016,Compact,3,87258.51773178401,176428.349424623,Republican
AR,2016,Compact,4,92448.2983380522,175257.83106261853,Republican
AR,2016,Competitive,1,70067.0,190969.0,Republican
AR,2016,Competitive,2,139802.0,122154.0,Democrat
AR,2016,Competitive,3,87979.0,178001.0,Republican
AR,2016,Competitive,4,80881.0,186780.0,Republican
AR,2016,Dem,1,75066.55964483286,199723.51413005,Republican
AR,2016,Dem,2,134826.32624558304,112343.07147445981,Democrat
AR,2016,Dem,3,87979.0,178001.0,Republican
AR,2016,Dem,4,80857.1141095841,187836.4143954902,Republican
AR,2016,GOP,1,79498.98785480036,166971.32464115077,Republican
AR,2016,GOP,2,127543.0,160447.0,Republican
AR,2016,GOP,3,86843.46738533648,178531.6724462203,Republican
AR,2016,GOP,4,84843.54475986314,171954.0029126289,Republican
AR,2016,MajMin,1,65414.338455280435,198735.66254882657,Republican
AR,2016,MajMin,2,131582.6916913537,108931.15490381939,Democrat
AR,2016,MajMin,3,87979.0,178001.0,Republican
AR,2016,MajMin,4,93752.96985336591,192236.18254735402,Republican
AR,2016,Proportional,1,75066.55964483286,199723.51413005,Republican
AR,2016,Proportional,2,134826.32624558304,112343.07147445981,Democrat
AR,2016,Proportional,3,87979.0,178001.0,Republican
AR,2016,Proportional,4,80857.1141095841,187836.4143954902,Republican
AR,2016,algorithmic-compact,1,79498.98785480036,166971.32464115077,Republican
AR,2016,algorithmic-compact,2,127543.0,160447.0,Republican
AR,2016,algorithmic-compact,3,86843.46738533648,178531.6724462203,Republican
AR,2016,algorithmic-compact,4,84843.54475986314,171954.0029126289,Republican
AR,2016,current,1,79498.98785480036,166971.32464115077,Republican
AR,2016,current,2,127543.0,160447.0,Republican
AR,2016,current,3,86843.46738533648,178531.6724462203,Republican
AR,2016,current,4,84843.54475986314,171954.0029126289,Republican
AZ,2008,Compact,1,117983.40332783927,150353.41973523344,Republican
AZ,2008,Compact,2,145356.3177057936,125358.34392128534,Democrat
AZ,2008,Compact,3,117911.90558365235,132463.02123404565,Republican
AZ,2008,Compact,4,95185.96698891127,133563.2179602008,Republican
AZ,2008,Compact,5,116358.0630915432,152228.86106180376,Republican
AZ,2008,Compact,6,115674.30309712944,152647.54021586498,Republican
AZ,2008,Compact,7,103519.89682948013,107728.55551232984,Republican
AZ,2008,Compact,8,110325.49062789037,129577.22200872378,Republican
AZ,2008,Compact,9,112391.65274776051,146190.81835051297,Republican
AZ,2008,Competitive,1,104634.72530715342,115722.88601569057,Republican
AZ,2008,Competitive,2,162169.3068748041,143999.4688835314,Democrat
AZ,2008,Competitive,3,100322.09564311197,99350.37433343395,Democrat
AZ,2008,Competitive,4,111833.49582847123,175260.14886067627,Republican
AZ,2008,Competitive,5,112002.35826270208,149365.04256108566,Republican
AZ,2008,Competitive,6,111423.5484732546,139061.02242395523,Republican
AZ,2008,Competitive,7,100569.66733013542,103046.93768495611,Republican
AZ,2008,Competitive,8,120558.59601815372,165349.22279380824,Republican
AZ,2008,Competitive,9,111193.20626221431,138955.8964428636,Republican
AZ,2008,Dem,1,111220.78444502331,122456.4026304961,Republican
AZ,2008,Dem,2,152370.19206990307,133545.35263951836,Democrat
AZ,2008,Dem,3,105223.53755992679,105618.11107088684,Republican
AZ,2008,Dem,4,108490.93856912924,170069.47870209877,Republican
AZ,2008,Dem,5,112234.0391400357,149643.33917038442,Republican
AZ,2008,Dem,6,113824.67828142329,144860.175086487,Republican
AZ,2008,Dem,7,101104.28717047346,103899.01975889374,Republican
AZ,2008,Dem,8,120124.19284150212,165081.5780749785,Republican
AZ,2008,Dem,9,110114.34992258328,134937.5428662563,Republican
AZ,2008,GOP,1,117983.40342851015,150353.41990250954,Republican
AZ,2008,GOP,2,147214.19972285035,150588.6146249968,Republican
AZ,2008,GOP,3,115400.0561452554,104231.80422917187,Democrat
AZ,2008,GOP,4,110347.10152775374,135877.62898089178,Republican
AZ,2008,GOP,5,99458.430157595,128949.82111187116,Republican
AZ,2008,GOP,6,117181.2012023305,163592.18031635013,Republican
AZ,2008,GOP,7,99330.46537669271,101116.52770098562,Republican
AZ,2008,GOP,8,115651.49032576886,151151.28492109795,Republican
AZ,2008,GOP,9,112140.65211324293,144249.71821212553,Republican
AZ,2008,MajMin,1,102493.19840044933,108654.23070834328,Republican
AZ,2008,MajMin,2,158076.07448489437,148510.77256970512,Democrat
AZ,2008,MajMin,3,105456.44179314427,101200.74785118738,Democrat
AZ,2008,MajMin,4,111583.90156753833,180330.13336448444,Republican
AZ,2008,MajMin,5,113702.68168795267,152710.7855581403,Republican
AZ,2008,MajMin,6,115942.2900591456,149696.15842769976,Republican
AZ,2008,MajMin,7,97739.43525582452,97464.16369985208,Democrat
AZ,2008,MajMin,8,118060.51650292675,151687.89632058484,Republican
AZ,2008,MajMin,9,111652.46024812404,139856.11150000294,Republican
AZ,2008,Proportional,1,117983.40975215335,150353.43042677638,Republican
AZ,2008,Proportional,2,161111.46661804742,142844.14217736537,Democrat
AZ,2008,Proportional,3,101174.92114834496,101181.6359282106,Republican
AZ,2008,Proportional,4,93063.60833465707,136418.90844070003,Republican
AZ,2008,Proportional,5,114065.65622910052,148855.7526342042,Republican
AZ,2008,Proportional,6,117911.08946406869,155332.0379827682,Republican
AZ,2008,Proportional,7,98274.76978221476,99504.63628584908,Republican
AZ,2008,Proportional,8,118283.34363535237,155767.12829157282,Republican
AZ,2008,Proportional,9,112838.73503606075,139853.32783255348,Republican
AZ,2008,algorithmic-compact,1,119995.38278882453,124607.36378596639,Republican
AZ,2008,algorithmic-compact,2,151045.85232809465,145246.98608777212,Democrat
AZ,2008,algorithmic-compact,3,105746.64485695513,101870.89547383969,Democrat
AZ,2008,algorithmic-compact,4,98068.93265413103,160573.2393255133,Republican
AZ,2008,algorithmic-compact,5,116910.66912025619,154969.37862980342,Republican
AZ,2008,algorithmic-compact,6,116960.28945661157,157401.56161009334,Republican
AZ,2008,algorithmic-compact,7,97855.37573082258,98213.45618587658,Republican
AZ,2008,algorithmic-compact,8,116810.99277126853,150376.14746764294,Republican
AZ,2008,algorithmic-compact,9,111312.8602930354,136851.97143349322,Republican
AZ,2008,current,1,119995.38278882453,124607.36378596639,Republican
AZ,2008,current,2,151045.85232809465,145246.98608777212,Democrat
AZ,2008,current,3,105746.64485695513,101870.89547383969,Democrat
AZ,2008,current,4,98068.93265413103,160573.2393255133,Republican
AZ,2008,current,5,116910.66912025619,154969.37862980342,Republican
AZ,2008,current,6,116960.28945661157,157401.56161009334,Republican
AZ,2008,current,7,97855.37573082258,98213.45618587658,Republican
AZ,2008,current,8,116810.99277126853,150376.14746764294,Republican
AZ,2008,current,9,111312.8602930354,136851.97143349322,Republican
AZ,2012,Compact,1,107247.45490979502,149767.88552723458,Republican
AZ,2012,Compact,2,129299.42502682107,111971.42034836166,Democrat
AZ,2012,Compact,3,107954.17682691345,123128.409607568,Republican
AZ,2012,Compact,4,80896.21444926137,118374.63046964273,Republican
AZ,2012,Compact,5,98936.60413801983,133545.51989342363,Republican
AZ,2012,Compact,6,98355.21862767915,133912.81374892284,Republican
AZ,2012,Compact,7,88020.60451083,94506.82250996253,Republican
AZ,2012,Compact,8,93807.24551934996,113673.96010717777,Republican
AZ,2012,Compact,9,95564.05599133024,128248.53778770681,Republican
AZ,2012,Competitive,1,96380.02302671436,109581.80432682284,Republican
AZ,2012,Competitive,2,144255.15496582034,128621.87355014156,Democrat
AZ,2012,Competitive,3,87379.91292324688,85980.07619100518,Democrat
AZ,2012,Competitive,4,97947.65191977021,169585.71899836056,Republican
AZ,2012,Competitive,5,96811.91363286471,134009.60032818967,Republican
AZ,2012,Competitive,6,94740.89903231691,121993.7954405273,Republican
AZ,2012,Competitive,7,85512.09173279125,90399.78865095523,Republican
AZ,2012,Competitive,8,102508.30845659501,145055.7707405293,Republican
AZ,2012,Competitive,9,94545.04430988104,121901.57177346926,Republican
AZ,2012,Dem,1,101674.91325231502,115550.24952845323,Republican
AZ,2012,Dem,2,135538.50659412722,119284.14454293612,Democrat
AZ,2012,Dem,3,92474.40628160202,92850.27007038999,Republican
AZ,2012,Dem,4,94849.20398580044,163724.22147065826,Republican
AZ,2012,Dem,5,97028.11441669516,134295.23890372724,Republican
AZ,2012,Dem,6,96782.52488103775,127081.20693304787,Republican
AZ,2012,Dem,7,85966.66677557315,91147.29305164618,Republican
AZ,2012,Dem,8,102138.94641405575,144820.97703223524,Republican
AZ,2012,Dem,9,93627.71739879373,118376.39846690586,Republican
AZ,2012,GOP,1,107247.45499882662,149767.88569777188,Republican
AZ,2012,GOP,2,131104.5137895573,135978.32409573617,Republican
AZ,2012,GOP,3,102290.08665065373,91458.6495860326,Democrat
AZ,2012,GOP,4,93294.28315568526,119111.67428409253,Republican
AZ,2012,GOP,5,88367.12722411267,119942.43868614313,Republican
AZ,2012,GOP,6,99632.6502413481,143018.8566968297,Republican
AZ,2012,GOP,7,84458.42660759605,88706.30160047977,Republican
AZ,2012,GOP,8,98335.82144909586,132600.1967468694,Republican
AZ,2012,GOP,9,95350.63588312407,126545.67260604519,Republican
AZ,2012,MajMin,1,94828.92822127986,101907.58295732184,Republican
AZ,2012,MajMin,2,140489.44389725133,133242.86594583222,Democrat
AZ,2012,MajMin,3,92382.25774330761,88135.61007448455,Democrat
AZ,2012,MajMin,4,97515.84494645282,175017.55798378022,Republican
AZ,2012,MajMin,5,97856.13445656342,136238.2725451645,Republican
AZ,2012,MajMin,6,98583.08182229321,131323.66072921728,Republican
AZ,2012,MajMin,7,83105.61002524917,85502.19926423895,Republican
AZ,2012,MajMin,8,100384.16140006331,133070.9487962861,Republican
AZ,2012,MajMin,9,94935.53748753914,122691.30170367449,Republican
AZ,2012,Proportional,1,107247.4605913484,149767.89642721997,Republican
AZ,2012,Proportional,2,143314.1698120432,127589.9233168405,Democrat
AZ,2012,Proportional,3,88125.39406168909,87731.66884786866,Democrat
AZ,2012,Proportional,4,83954.88133524018,127749.27354935349,Republican
AZ,2012,Proportional,5,96987.42292748063,130586.39955659217,Republican
AZ,2012,Proportional,6,100257.10700092479,136267.83793706464,Republican
AZ,2012,Proportional,7,83560.7927492622,87292.24072171669,Republican
AZ,2012,Proportional,8,100689.57166957307,137455.89996225416,Republican
AZ,2012,Proportional,9,95944.19985243835,122688.85968108985,Republican
AZ,2012,algorithmic-compact,1,112178.13343553041,117171.55331439848,Republican
AZ,2012,algorithmic-compact,2,133733.0134622142,130551.83410810198,Democrat
AZ,2012,algorithmic-compact,3,93049.83251049224,89202.39554680674,Democrat
AZ,2012,algorithmic-compact,4,85092.18983419756,158035.57504344638,Republican
AZ,2012,algorithmic-compact,5,99406.47242608207,135949.6884646316,Republican
AZ,2012,algorithmic-compact,6,99448.6634650591,138083.3649456432,Republican
AZ,2012,algorithmic-compact,7,83204.19156376648,86159.52964101786,Republican
AZ,2012,algorithmic-compact,8,99321.71990253794,131920.19340526595,Republican
AZ,2012,algorithmic-compact,9,94646.78340011968,120055.86553068871,Republican
AZ,2012,current,1,112178.13343553041,117171.55331439848,Republican
AZ,2012,current,2,133733.0134622142,130551.83410810198,Democrat
AZ,2012,current,3,93049.83251049224,89202.39554680674,Democrat
AZ,2012,current,4,85092.18983419756,158035.57504344638,Republican
AZ,2012,current,5,99406.47242608207,135949.6884646316,Republican
AZ,2012,current,6,99448.6634650591,138083.3649456432,Republican
AZ,2012,current,7,83204.19156376648,86159.52964101786,Republican
AZ,2012,current,8,99321.71990253794,131920.19340526595,Republican
AZ,2012,current,9,94646.78340011968,120055.86553068871,Republican
AZ,2016,Compact,1,96318.46254583928,148117.29962176937,Republican
AZ,2016,Compact,2,137882.50508024482,101038.66300978832,Democrat
AZ,2016,Compact,3,108110.05445550178,113390.60541670502,Republican
AZ,2016,Compact,4,84922.80150451184,114081.67562079006,Republican
AZ,2016,Compact,5,106092.39140001408,120418.05249241469,Republican
AZ,2016,Compact,6,105468.95602283746,120749.24151924947,Republican
AZ,2016,Compact,7,94386.87032356155,85216.84233943668,Democrat
AZ,2016,Compact,8,100592.04168673909,102499.85852113087,Republican
AZ,2016,Compact,9,102475.91698075022,115641.761458716,Republican
AZ,2016,Competitive,1,85400.81668690318,98974.54055796562,Republican
AZ,2016,Competitive,2,153831.0176808622,116063.38561115261,Democrat
AZ,2016,Competitive,3,97275.21304069308,80385.07816355611,Democrat
AZ,2016,Competitive,4,94943.02432726482,172356.029978126,Republican
AZ,2016,Competitive,5,100204.3498512044,121144.01161721055,Republican
AZ,2016,Competitive,6,101593.22355256807,110001.85760503174,Republican
AZ,2016,Competitive,7,91696.92435464232,81513.5281495129,Democrat
AZ,2016,Competitive,8,109922.22725923946,130796.86883250397,Republican
