State,ElectionDate,MapType,DemocratDistricts,RepublicanDistricts
HI,2008,Competitive,2,0
HI,2008,Dem,2,0
HI,2008,GOP,2,0
HI,2008,MajMin,2,0
HI,2008,Proportional,2,0
HI,2008,algorithmic-compact,2,0
HI,2008,current,2,0
HI,2012,Compact,2,0
HI,2012,Competitive,2,0
HI,2012,Dem,2,0
HI,2012,GOP,2,0
HI,2012,MajMin,2,0
HI,2012,Proportional,2,0
HI,2012,algorithmic-compact,2,0
HI,2012,current,2,0
HI,2016,Compact,2,0
HI,2016,Competitive,2,0
HI,2016,Dem,2,0
HI,2016,GOP,2,0
HI,2016,MajMin,2,0
HI,2016,Proportional,2,0
HI,2016,algorithmic-compact,2,0
HI,2016,current,2,0
IA,2008,Compact,3,1
IA,2008,Competitive,3,1
IA,2008,Dem,3,1
IA,2008,GOP,3,1
IA,2008,MajMin,3,1
IA,2008,Proportional,3,1
IA,2008,algorithmic-compact,3,1
IA,2008,current,3,1
IA,2012,Compact,3,1
IA,2012,Competitive,3,1
IA,2012,Dem,2,2
IA,2012,GOP,3,1
IA,2012,MajMin,2,2
IA,2012,Proportional,3,1
IA,2012,algorithmic-compact,3,1
IA,2012,current,3,1
IA,2016,Compact,0,4
IA,2016,Competitive,0,4
IA,2016,Dem,2,2
IA,2016,GOP,1,3
IA,2016,MajMin,1,3
IA,2016,Proportional,0,4
IA,2016,algorithmic-compact,0,4
IA,2016,current,0,4
ID,2008,Compact,0,2
ID,2008,Competitive,0,2
ID,2008,Dem,0,2
ID,2008,GOP,0,2
ID,2008,MajMin,0,2
ID,2008,Proportional,0,2
ID,2008,algorithmic-compact,0,2
ID,2008,current,0,2
ID,2012,Compact,0,2
ID,2012,Competitive,0,2
ID,2012,Dem,0,2
ID,2012,GOP,0,2
ID,2012,MajMin,0,2
ID,2012,Proportional,0,2
ID,2012,algorithmic-compact,0,2
ID,2012,current,0,2
ID,2016,Compact,0,2
ID,2016,Competitive,0,2
ID,2016,Dem,0,2
ID,2016,GOP,0,2
ID,2016,MajMin,0,2
ID,2016,Proportional,0,2
ID,2016,algorithmic-compact,0,2
ID,2016,current,0,2
IL,2008,Compact,16,2
IL,2008,Competitive,16,2
IL,2008,Dem,15,3
IL,2008,GOP,17,1
IL,2008,MajMin,16,2
IL,2008,Proportional,16,2
IL,2008,algorithmic-compact,16,2
IL,2008,current,16,2
IL,2012,Compact,13,5
IL,2012,Competitive,14,4
IL,2012,Dem,14,4
IL,2012,GOP,11,7
IL,2012,MajMin,13,5
IL,2012,Proportional,14,4
IL,2012,algorithmic-compact,12,6
IL,2012,current,12,6
IL,2016,Compact,11,7
IL,2016,Competitive,11,7
IL,2016,Dem,13,5
IL,2016,GOP,11,7
IL,2016,MajMin,10,8
IL,2016,Proportional,11,7
IL,2016,algorithmic-compact,12,6
IL,2016,current,12,6
IN,2008,Compact,2,7
IN,2008,Competitive,5,4
IN,2008,Dem,4,5
IN,2008,GOP,7,2
IN,2008,MajMin,2,7
IN,2008,Proportional,4,5
IN,2008,algorithmic-compact,2,7
IN,2008,current,2,7
IN,2012,Compact,2,7
IN,2012,Competitive,1,8
IN,2012,Dem,3,6
IN,2012,GOP,0,9
IN,2012,MajMin,2,7
IN,2012,Proportional,4,5
IN,2012,algorithmic-compact,2,7
IN,2012,current,2,7
IN,2016,Compact,2,7
IN,2016,Competitive,0,9
IN,2016,Dem,3,6
IN,2016,GOP,0,9
IN,2016,MajMin,1,8
IN,2016,Proportional,3,6
IN,2016,algorithmic-compact,2,7
IN,2016,current,2,7
KS,2008,Compact,0,4
KS,2008,Competitive,0,4
KS,2008,Dem,1,3
KS,2008,GOP,0,4
KS,2008,MajMin,1,3
KS,2008,Proportional,1,3
KS,2008,algorithmic-compact,0,4
KS,2008,current,0,4
KS,2012,Compact,0,4
KS,2012,Competitive,0,4
KS,2012,Dem,1,3
KS,2012,GOP,0,4
KS,2012,MajMin,0,4
KS,2012,Proportional,0,4
KS,2012,algorithmic-compact,0,4
KS,2012,current,0,4
KS,2016,Compact,1,3
KS,2016,Competitive,1,3
KS,2016,Dem,1,3
KS,2016,GOP,0,4
KS,2016,MajMin,0,4
KS,2016,Proportional,1,3
KS,2016,algorithmic-compact,1,3
KS,2016,current,1,3
KY,2008,Compact,1,5
KY,2008,Competitive,1,5
KY,2008,Dem,1,5
KY,2008,GOP,0,6
KY,2008,MajMin,1,5
KY,2008,Proportional,2,4
KY,2008,algorithmic-compact,1,5
KY,2008,current,1,5
KY,2012,Compact,1,5
KY,2012,Competitive,1,5
KY,2012,Dem,1,5
KY,2012,GOP,0,6
KY,2012,MajMin,1,5
KY,2012,Proportional,1,5
KY,2012,algorithmic-compact,1,5
KY,2012,current,1,5
KY,2016,Compact,1,5
KY,2016,Competitive,1,5
KY,2016,Dem,1,5
KY,2016,GOP,0,6
KY,2016,MajMin,1,5
KY,2016,Proportional,1,5
KY,2016,algorithmic-compact,1,5
KY,2016,current,1,5
LA,2008,Compact,1,5
LA,2008,Competitive,1,5
LA,2008,Dem,2,4
LA,2008,GOP,1,5
LA,2008,MajMin,2,4
LA,2008,Proportional,2,4
LA,2008,algorithmic-compact,1,5
LA,2008,current,1,5
LA,2012,Compact,1,5
LA,2012,Competitive,2,4
LA,2012,Dem,2,4
LA,2012,GOP,1,5
LA,2012,MajMin,2,4
LA,2012,Proportional,2,4
LA,2012,algorithmic-compact,1,5
LA,2012,current,1,5
LA,2016,Compact,1,5
LA,2016,Competitive,2,4
LA,2016,Dem,2,4
LA,2016,GOP,1,5
LA,2016,MajMin,2,4
LA,2016,Proportional,2,4
LA,2016,algorithmic-compact,1,5
LA,2016,current,1,5
MA,2008,Compact,9,0
MA,2008,Competitive,9,0
MA,2008,Dem,9,0
MA,2008,GOP,9,0
MA,2008,MajMin,9,0
MA,2008,Proportional,9,0
MA,2008,algorithmic-compact,9,0
MA,2008,current,9,0
MA,2012,Compact,9,0
MA,2012,Competitive,9,0
MA,2012,Dem,9,0
MA,2012,GOP,9,0
MA,2012,MajMin,9,0
MA,2012,Proportional,9,0
MA,2012,algorithmic-compact,9,0
MA,2012,current,9,0
MA,2016,Compact,9,0
MA,2016,Competitive,9,0
MA,2016,Dem,9,0
MA,2016,GOP,9,0
MA,2016,MajMin,9,0
MA,2016,Proportional,9,0
MA,2016,algorithmic-compact,9,0
MA,2016,current,9,0
MD,2008,Compact,5,3
MD,2008,Competitive,6,2
MD,2008,Dem,8,0
MD,2008,GOP,4,4
MD,2008,MajMin,4,4
MD,2008,Proportional,5,3
MD,2008,algorithmic-compact,7,1
MD,2008,current,7,1
MD,2012,Compact,6,2
MD,2012,Competitive,6,2
MD,2012,Dem,8,0
MD,2012,GOP,4,4
MD,2012,MajMin,4,4
MD,2012,Proportional,6,2
MD,2012,algorithmic-compact,7,1
MD,2012,current,7,1
MD,2016,Compact,5,3
MD,2016,Competitive,6,2
MD,2016,Dem,8,0
MD,2016,GOP,4,4
MD,2016,MajMin,4,4
MD,2016,Proportional,5,3
MD,2016,algorithmic-compact,7,1
MD,2016,current,7,1
ME,2008,Compact,2,0
ME,2008,Competitive,2,0
ME,2008,Dem,2,0
ME,2008,GOP,2,0
ME,2008,MajMin,2,0
ME,2008,Proportional,2,0
ME,2008,algorithmic-compact,2,0
ME,2008,current,2,0
ME,2012,Compact,2,0
ME,2012,Competitive,2,0
ME,2012,Dem,2,0
ME,2012,GOP,2,0
ME,2012,MajMin,2,0
ME,2012,Proportional,2,0
ME,2012,algorithmic-compact,2,0
ME,2012,current,2,0
ME,2016,Compact,1,1
ME,2016,Competitive,1,1
ME,2016,Dem,1,1
ME,2016,GOP,1,1
ME,2016,MajMin,1,1
ME,2016,Proportional,1,1
ME,2016,algorithmic-compact,1,1
ME,2016,current,1,1
MI,2008,Compact,12,2
MI,2008,Competitive,13,1
MI,2008,Dem,11,3
MI,2008,GOP,12,2
MI,2008,MajMin,13,1
MI,2008,Proportional,12,2
MI,2008,algorithmic-compact,13,1
MI,2008,current,13,1
MI,2012,Compact,7,7
MI,2012,Competitive,10,4
MI,2012,Dem,9,5
MI,2012,GOP,6,8
MI,2012,MajMin,8,6
MI,2012,Proportional,7,7
MI,2012,algorithmic-compact,8,6
MI,2012,current,8,6
MI,2016,Compact,5,9
MI,2016,Competitive,4,10
MI,2016,Dem,8,6
MI,2016,GOP,4,10
MI,2016,MajMin,4,10
MI,2016,Proportional,6,8
MI,2016,algorithmic-compact,4,10
MI,2016,current,4,10
MN,2008,Compact,6,2
MN,2008,Competitive,7,1
MN,2008,Dem,7,1
MN,2008,GOP,6,2
MN,2008,MajMin,6,2
MN,2008,Proportional,6,2
MN,2008,algorithmic-compact,6,2
MN,2008,current,6,2
MN,2012,Compact,5,3
MN,2012,Competitive,7,1
MN,2012,Dem,7,1
MN,2012,GOP,5,3
MN,2012,MajMin,5,3
MN,2012,Proportional,6,2
MN,2012,algorithmic-compact,5,3
MN,2012,current,5,3
MN,2016,Compact,3,5
MN,2016,Competitive,5,3
MN,2016,Dem,5,3
MN,2016,GOP,3,5
MN,2016,MajMin,3,5
MN,2016,Proportional,4,4
MN,2016,algorithmic-compact,3,5
MN,2016,current,3,5
MO,2008,Compact,3,5
MO,2008,Competitive,5,3
MO,2008,Dem,3,5
MO,2008,GOP,3,5
MO,2008,MajMin,2,6
MO,2008,Proportional,3,5
MO,2008,algorithmic-compact,2,6
MO,2008,current,2,6
MO,2012,Compact,3,5
MO,2012,Competitive,3,5
MO,2012,Dem,3,5
MO,2012,GOP,1,7
MO,2012,MajMin,2,6
MO,2012,Proportional,3,5
MO,2012,algorithmic-compact,2,6
MO,2012,current,2,6
MO,2016,Compact,3,5
MO,2016,Competitive,2,6
MO,2016,Dem,3,5
MO,2016,GOP,1,7
MO,2016,MajMin,2,6
MO,2016,Proportional,3,5
MO,2016,algorithmic-compact,2,6
MO,2016,current,2,6
MS,2008,Compact,1,3
MS,2008,Competitive,2,2
MS,2008,Dem,2,2
MS,2008,GOP,1,3
MS,2008,MajMin,2,2
MS,2008,Proportional,2,2
MS,2008,algorithmic-compact,1,3
MS,2008,current,1,3
MS,2012,Compact,2,2
MS,2012,Competitive,2,2
MS,2012,Dem,2,2
MS,2012,GOP,1,3
MS,2012,MajMin,2,2
MS,2012,Proportional,2,2
MS,2012,algorithmic-compact,1,3
MS,2012,current,1,3
MS,2016,Compact,1,3
MS,2016,Competitive,1,3
MS,2016,Dem,2,2
MS,2016,GOP,1,3
MS,2016,MajMin,2,2
MS,2016,Proportional,1,3
MS,2016,algorithmic-compact,1,3
MS,2016,current,1,3
MT,2008,Compact,0,1
MT,2008,Competitive,0,1
MT,2008,Dem,0,1
MT,2008,GOP,0,1
MT,2008,MajMin,0,1
MT,2008,Proportional,0,1
MT,2008,algorithmic-compact,0,1
MT,2008,current,0,1
MT,2012,Compact,0,1
MT,2012,Competitive,0,1
MT,2012,Dem,0,1
MT,2012,GOP,0,1
MT,2012,MajMin,0,1
MT,2012,Proportional,0,1
MT,2012,algorithmic-compact,0,1
MT,2012,current,0,1
MT,2016,Compact,0,1
MT,2016,Competitive,0,1
MT,2016,Dem,0,1
MT,2016,GOP,0,1
MT,2016,MajMin,0,1
MT,2016,Proportional,0,1
MT,2016,algorithmic-compact,0,1
MT,2016,current,0,1
NC,2008,Compact,5,8
NC,2008,Competitive,8,5
NC,2008,Dem,8,5
NC,2008,GOP,3,10
NC,2008,MajMin,5,8
NC,2008,Proportional,6,7
NC,2008,algorithmic-compact,3,10
NC,2008,current,3,10
NC,2012,Compact,5,8
NC,2012,Competitive,6,7
NC,2012,Dem,8,5
NC,2012,GOP,3,10
NC,2012,MajMin,5,8
NC,2012,Proportional,6,7
NC,2012,algorithmic-compact,3,10
NC,2012,current,3,10
NC,2016,Compact,5,8
NC,2016,Competitive,6,7
NC,2016,Dem,8,5
NC,2016,GOP,3,10
NC,2016,MajMin,5,8
NC,2016,Proportional,5,8
NC,2016,algorithmic-compact,3,10
NC,2016,current,3,10
ND,2008,Compact,0,1
ND,2008,Competitive,0,1
ND,2008,Dem,0,1
ND,2008,GOP,0,1
ND,2008,MajMin,0,1
ND,2008,Proportional,0,1
ND,2008,algorithmic-compact,0,1
ND,2008,current,0,1
ND,2012,Compact,0,1
ND,2012,Competitive,0,1
ND,2012,Dem,0,1
ND,2012,GOP,0,1
ND,2012,MajMin,0,1
ND,2012,Proportional,0,1
ND,2012,algorithmic-compact,0,1
ND,2012,current,0,1
ND,2016,Compact,0,1
ND,2016,Competitive,0,1
ND,2016,Dem,0,1
ND,2016,GOP,0,1
ND,2016,MajMin,0,1
ND,2016,Proportional,0,1
ND,2016,algorithmic-compact,0,1
ND,2016,current,0,1
NE,2008,Compact,1,2
NE,2008,Competitive,1,2
NE,2008,Dem,1,2
NE,2008,GOP,0,3
NE,2008,MajMin,1,2
NE,2008,Proportional,1,2
NE,2008,algorithmic-compact,1,2
NE,2008,current,1,2
NE,2012,Compact,0,3
NE,2012,Competitive,0,3
NE,2012,Dem,0,3
NE,2012,GOP,0,3
NE,2012,MajMin,0,3
NE,2012,Proportional,0,3
NE,2012,algorithmic-compact,0,3
NE,2012,current,0,3
NE,2016,Compact,0,3
NE,2016,Competitive,0,3
NE,2016,Dem,1,2
NE,2016,GOP,0,3
NE,2016,MajMin,0,3
NE,2016,Proportional,1,2
NE,2016,algorithmic-compact,0,3
NE,2016,current,0,3
NH,2008,Compact,2,0
NH,2008,Competitive,2,0
NH,2008,Dem,2,0
NH,2008,GOP,2,0
NH,2008,MajMin,2,0
NH,2008,Proportional,2,0
NH,2008,algorithmic-compact,2,0
NH,2008,current,2,0
NH,2012,Compact,1,1
NH,2012,Competitive,2,0
NH,2012,Dem,2,0
NH,2012,GOP,2,0
NH,2012,MajMin,2,0
NH,2012,Proportional,2,0
NH,2012,algorithmic-compact,2,0
NH,2012,current,2,0
NH,2016,Compact,1,1
NH,2016,Competitive,1,1
NH,2016,Dem,1,1
NH,2016,GOP,1,1
NH,2016,MajMin,1,1
NH,2016,Proportional,1,1
NH,2016,algorithmic-compact,1,1
NH,2016,current,1,1
NJ,2008,Compact,9,3
NJ,2008,Competitive,11,1
NJ,2008,Dem,10,2
NJ,2008,GOP,9,3
NJ,2008,MajMin,9,3
NJ,2008,Proportional,7,5
NJ,2008,algorithmic-compact,9,3
NJ,2008,current,9,3
NJ,2012,Compact,9,3
NJ,2012,Competitive,11,1
NJ,2012,Dem,10,2
NJ,2012,GOP,9,3
NJ,2012,MajMin,8,4
NJ,2012,Proportional,7,5
NJ,2012,algorithmic-compact,9,3
NJ,2012,current,9,3
NJ,2016,Compact,8,4
NJ,2016,Competitive,8,4
NJ,2016,Dem,10,2
NJ,2016,GOP,7,5
NJ,2016,MajMin,8,4
NJ,2016,Proportional,9,3
NJ,2016,algorithmic-compact,8,4
NJ,2016,current,8,4
NM,2008,Compact,2,1
NM,2008,Competitive,3,0
NM,2008,Dem,3,0
NM,2008,GOP,2,1
NM,2008,MajMin,3,0
NM,2008,Proportional,2,1
NM,2008,algorithmic-compact,2,1
NM,2008,current,2,1
NM,2012,Compact,2,1
NM,2012,Competitive,2,1
NM,2012,Dem,2,1
NM,2012,GOP,2,1
NM,2012,MajMin,2,1
NM,2012,Proportional,2,1
NM,2012,algorithmic-compact,2,1
NM,2012,current,2,1
NM,2016,Compact,2,1
NM,2016,Competitive,2,1
NM,2016,Dem,2,1
NM,2016,GOP,2,1
NM,2016,MajMin,2,1
NM,2016,Proportional,2,1
NM,2016,algorithmic-compact,2,1
NM,2016,current,2,1
NV,2008,Compact,4,0
NV,2008,Competitive,4,0
NV,2008,Dem,3,1
NV,2008,GOP,4,0
NV,2008,MajMin,4,0
NV,2008,Proportional,4,0
NV,2008,algorithmic-compact,4,0
NV,2008,current,4,0
NV,2012,Compact,3,1
NV,2012,Competitive,3,1
NV,2012,Dem,3,1
NV,2012,GOP,3,1
NV,2012,MajMin,3,1
NV,2012,Proportional,3,1
NV,2012,algorithmic-compact,3,1
NV,2012,current,3,1
NV,2016,Compact,3,1
NV,2016,Competitive,3,1
NV,2016,Dem,3,1
NV,2016,GOP,3,1
NV,2016,MajMin,2,2
NV,2016,Proportional,3,1
NV,2016,algorithmic-compact,3,1
NV,2016,current,3,1
NY,2008,Compact,26,1
NY,2008,Competitive,27,0
NY,2008,Dem,24,3
NY,2008,GOP,25,2
NY,2008,MajMin,24,3
NY,2008,Proportional,26,1
NY,2008,algorithmic-compact,26,1
NY,2008,current,26,1
NY,2012,Compact,23,4
NY,2012,Competitive,26,1
NY,2012,Dem,23,4
NY,2012,GOP,22,5
NY,2012,MajMin,21,6
NY,2012,Proportional,23,4
NY,2012,algorithmic-compact,23,4
NY,2012,current,23,4
NY,2016,Compact,17,10
NY,2016,Competitive,15,12
NY,2016,Dem,21,6
NY,2016,GOP,16,11
NY,2016,MajMin,17,10
NY,2016,Proportional,17,10
NY,2016,algorithmic-compact,17,10
NY,2016,current,17,10
OH,2008,Compact,8,8
OH,2008,Competitive,12,4
OH,2008,Dem,10,6
OH,2008,GOP,7,9
OH,2008,MajMin,8,8
OH,2008,Proportional,10,6
OH,2008,algorithmic-compact,6,10
OH,2008,current,6,10
OH,2012,Compact,8,8
OH,2012,Competitive,11,5
OH,2012,Dem,10,6
OH,2012,GOP,6,10
OH,2012,MajMin,7,9
OH,2012,Proportional,10,6
OH,2012,algorithmic-compact,5,11
OH,2012,current,5,11
OH,2016,Compact,5,11
OH,2016,Competitive,4,12
OH,2016,Dem,6,10
OH,2016,GOP,2,14
OH,2016,MajMin,5,11
OH,2016,Proportional,6,10
OH,2016,algorithmic-compact,4,12
OH,2016,current,4,12
OK,2008,Compact,0,5
OK,2008,Competitive,0,5
OK,2008,Dem,0,5
OK,2008,GOP,0,5
OK,2008,MajMin,0,5
OK,2008,Proportional,0,5
OK,2008,algorithmic-compact,0,5
OK,2008,current,0,5
OK,2012,Compact,0,5
OK,2012,Competitive,0,5
OK,2012,Dem,0,5
OK,2012,GOP,0,5
OK,2012,MajMin,0,5
OK,2012,Proportional,0,5
OK,2012,algorithmic-compact,0,5
OK,2012,current,0,5
OK,2016,Compact,0,5
OK,2016,Competitive,0,5
OK,2016,Dem,0,5
OK,2016,GOP,0,5
OK,2016,MajMin,0,5
OK,2016,Proportional,0,5
OK,2016,algorithmic-compact,0,5
OK,2016,current,0,5
OR,2008,Compact,4,1
OR,2008,Competitive,4,1
OR,2008,Dem,4,1
OR,2008,GOP,4,1
OR,2008,MajMin,4,1
OR,2008,Proportional,4,1
OR,2008,algorithmic-compact,4,1
OR,2008,current,4,1
OR,2012,Compact,3,2
OR,2012,Competitive,4,1
OR,2012,Dem,4,1
OR,2012,GOP,3,2
OR,2012,MajMin,4,1
OR,2012,Proportional,4,1
OR,2012,algorithmic-compact,4,1
OR,2012,current,4,1
OR,2016,Compact,3,2
OR,2016,Competitive,4,1
OR,2016,Dem,4,1
OR,2016,GOP,3,2
OR,2016,MajMin,4,1
OR,2016,Proportional,4,1
OR,2016,algorithmic-compact,3,2
OR,2016,current,3,2
PA,2008,Compact,10,8
PA,2008,Competitive,13,5
PA,2008,Dem,11,7
PA,2008,GOP,10,8
PA,2008,MajMin,10,8
PA,2008,Proportional,11,7
PA,2008,algorithmic-compact,9,9
PA,2008,current,9,9
PA,2012,Compact,9,9
PA,2012,Competitive,10,8
PA,2012,Dem,10,8
PA,2012,GOP,7,11
PA,2012,MajMin,9,9
PA,2012,Proportional,10,8
PA,2012,algorithmic-compact,7,11
PA,2012,current,7,11
PA,2016,Compact,7,11
PA,2016,Competitive,8,10
PA,2016,Dem,7,11
PA,2016,GOP,7,11
PA,2016,MajMin,8,10
PA,2016,Proportional,7,11
PA,2016,algorithmic-compact,7,11
PA,2016,current,7,11
RI,2008,Compact,2,0
RI,2008,Competitive,2,0
RI,2008,Dem,2,0
RI,2008,GOP,2,0
RI,2008,MajMin,2,0
RI,2008,Proportional,2,0
RI,2008,algorithmic-compact,2,0
RI,2008,current,2,0
RI,2012,Compact,2,0
RI,2012,Competitive,2,0
RI,2012,Dem,2,0
RI,2012,GOP,2,0
RI,2012,MajMin,2,0
RI,2012,Proportional,2,0
RI,2012,algorithmic-compact,2,0
RI,2012,current,2,0
RI,2016,Compact,2,0
RI,2016,Competitive,2,0
RI,2016,Dem,2,0
RI,2016,GOP,2,0
RI,2016,MajMin,2,0
RI,2016,Proportional,2,0
RI,2016,algorithmic-compact,2,0
RI,2016,current,2,0
SC,2008,Compact,2,5
SC,2008,Competitive,3,4
SC,2008,Dem,3,4
SC,2008,GOP,1,6
SC,2008,MajMin,2,5
SC,2008,Proportional,3,4
SC,2008,algorithmic-compact,1,6
SC,2008,current,1,6
SC,2012,Compact,2,5
SC,2012,Competitive,2,5
SC,2012,Dem,3,4
SC,2012,GOP,1,6
SC,2012,MajMin,2,5
SC,2012,Proportional,2,5
SC,2012,algorithmic-compact,1,6
SC,2012,current,1,6
SC,2016,Compact,2,5
SC,2016,Competitive,3,4
SC,2016,Dem,3,4
SC,2016,GOP,1,6
SC,2016,MajMin,2,5
SC,2016,Proportional,3,4
SC,2016,algorithmic-compact,1,6
SC,2016,current,1,6
SD,2008,Compact,0,1
SD,2008,Competitive,0,1
SD,2008,Dem,0,1
SD,2008,GOP,0,1
SD,2008,MajMin,0,1
